Content,Video title,Video publish time,Duration,Comments added,Shares,Likes,Views,Watch time (hours),Subscribers,Impressions,Impressions click-through rate (%)
BL_OGyQz1no,Sunday Sermon - Exposed to the Light - Jeremy Begbie,"Mar 27, 2009",1132,3,9,11,2105,117.9548,4,3589,3.2
BhG6GdSQZQs,Sunday Morning Worship Service - 26/02/23 - Rev. Dr. Luke A. Powery,"Feb 26, 2023",5107,3,18,16,1247,404.2532,4,13358,4.96
BkgVWWePUSM,Messiah at Duke Chapel: A Reflection,"Dec 4, 2020",805,3,65,23,2502,129.9251,10,13918,4.8
CIElBPF2Zoo,All Saints' Day Requiem Eucharist - 11/1/22,"Nov 2, 2022",5646,3,21,18,919,125.1197,4,13594,4.15
Cl_JLzre9e0,Sunday Morning Worship Service - 8/14/22 - Rev. Bruce Puckett,"Aug 14, 2022",4442,3,23,14,1050,299.3786,0,14248,4.26
CmgtaYZFvvo,Holy Week Noon Service - 4/5/23 - Will Cole,"Apr 5, 2023",3211,3,10,10,407,53.2198,5,6840,2.3
CtHOgLtqtEM,Duke Chapel Live - 12/11/2011,"Dec 11, 2011",5911,3,2,3,1069,49.8947,1,5,0
DJH8HFGHwZY,Choral Evensong Worship Service - 11/24/24,"Nov 25, 2024",3651,3,11,5,382,68.7681,0,6601,3.71
D_8nVfef8AI,Sunday Morning Worship Service - 02/05/23 - Rev. Dr. Barbara Brown Taylor,"Feb 5, 2023",5369,3,121,47,4377,1113.7579,28,37004,5.74
EUmr5qdqXGg,"The Baccalaureate Service (B), Duke University May 11, 2013","May 11, 2013",4537,3,3,8,1264,106.8583,3,3192,2.44
EXgADdVI6nY,Sunday Morning Worship Service - 1/31/21 - Rev. Kathryn Lester-Bacon,"Jan 31, 2021",4400,3,8,20,3837,670.4886,11,103598,1.52
FLMp6OxuquE,Faith and Learning Profile: Finding the Beauty of God in Music and Community,"Dec 8, 2023",197,3,56,34,1325,42.1592,3,13839,2.54
FfZhhFMzqZI,Worship Service - 3/22/15 - Luke Powery,"Mar 22, 2015",4855,3,0,2,1010,189.2679,-1,1994,2.71
FhnIzjoF6cc,Christmas Eve Worship Service - 12/24/18,"Dec 24, 2018",4666,3,10,8,1371,152.6363,4,14231,4.46
G03puDbRi4E,Duke Physician Assistant Program Hooding and Certificate Ceremony 2023,"Aug 5, 2023",6076,3,60,21,1595,341.7917,9,14194,3.61
G62rOrlC7jk,Choral Vespers Worship Service - 10/26/17,"Oct 26, 2017",2284,3,4,4,294,38.4506,0,1965,1.53
GRT-MJdlcVQ,Catholic Mass - 2/24/13 - 2nd Sunday of Lent,"Feb 25, 2013",4720,3,5,16,4409,357.1545,5,12035,6.11
H62xwDWQ96E,Choral Evensong Worship Service - 1/21/18,"Jan 21, 2018",3317,3,20,13,1371,249.4716,0,13245,4.03
HYfrEmEBkzM,2017 Hippocratic Oath Ceremony,"May 13, 2017",8059,3,42,10,1950,148.7737,2,26766,2.6
IcDJxDlC7P4,Choral Evensong Worship Service - 4/15/18,"Apr 15, 2018",3104,3,2,7,764,128.2679,-1,9764,3.28
J-jfPLWZ5KA,Sunday Morning Worship Service - 3/31/19 - Rev. Dr. Richard Lischer,"Mar 31, 2019",5103,3,12,8,1671,409.2793,2,15385,4.13
J0F_ddRUdXM,Good Friday Noon Service - 4/15/22,"Apr 15, 2022",3316,3,6,11,648,92.2952,2,9926,3.8
JVn4LNSW7Jg,Choral Vespers - 11/10/11,"Nov 10, 2011",2963,3,0,0,492,3.0289,0,514,0.58
JwxTYnkSv04,Advent Lessons and Carols - 12/8/22,"Dec 9, 2022",3825,3,25,21,1071,204.7156,3,13923,3.81
KUM3_FbAzHk,Choral Evensong Worship Service - 1/29/17,"Jan 29, 2017",3099,3,5,10,735,136.1493,0,2505,2.67
LEGKGjDIieE,Bach Vespers: A Lutheran Vespers Service at the Time of Bach,"Dec 18, 2015",193,3,37,26,2059,35.5801,5,9694,5.98
LF2HrEM8LwQ,Holy Week Noon Service - 4/11/22,"Apr 11, 2022",2661,3,10,7,504,43.5111,1,12470,2.17
LWgnO2Hl1nw,Sunday Service - 2/9/14 - Barbara Brown Taylor,"Feb 12, 2014",5446,3,56,44,11033,1838.5371,13,36658,4.53
M07kX14jNw8,Sounds of Faith: O nata lux,"Apr 29, 2020",410,3,7,22,668,27.9451,0,12055,2.26
M2_mFy7LLoo,2016 Duke Divinity School Baccalaureate Service,"May 15, 2016",9460,3,55,19,3229,571.4346,2,5011,7.48
MGKdXHURlXo,University Worship Service - 12/31/17 - Rev. Shaquisha (Kiki) Barnes,"Dec 31, 2017",5315,3,16,12,1443,221.8889,2,10580,2.7
MbH9nK2iUVg,Veterans Day Ceremony,"Nov 11, 2019",1858,3,5,12,523,25.1876,1,8736,2.69
N1k88l_2Pas,Sunday Morning Worship Service - 1/8/23,"Jan 8, 2023",4598,3,6,15,1060,318.9546,-1,14238,4.15
NNpYlvjgJyM,Sunday Morning Worship Service - 8/7/22 - Rev. Ashley Crowder Stanley,"Aug 7, 2022",5021,3,6,14,1105,311.3807,2,14229,4.16
P6YmGk2bDCE,Sacred on Saturday: Lamentations,"Nov 2, 2020",3332,3,6,1,177,12.7936,0,6302,1.14
PLliPgonXhE,Organ Recital Series: Monica Czausz Berney,"Nov 6, 2022",4626,3,12,11,350,57.3522,7,8945,2.17
PwocHK-Rqyg,Sunday Morning Worship Service - 12/4/22 - Bishop William Willimon,"Dec 4, 2022",4713,3,62,34,2387,609.3718,9,22238,5.87
Px_FtmNy-Ys,Worship Service - 1/25/15 - Allan Aubrey Boesak,"Jan 25, 2015",5254,3,28,12,2826,564.8463,10,16800,5.02
Q-iGLZBfKws,Sunday Morning Worship Service - 7/24/22 - Rev. Kathryn Lester-Bacon,"Jul 24, 2022",4705,3,20,10,956,295.8334,1,16229,3.33
QEMGm3gnIl8,Catholic Mass - 9/16/12 - 24th Sunday in Ordinary Time,"Sep 17, 2012",3851,3,14,6,5061,436.9577,5,6394,6.65
RLK3XCNlWko,Sunday Morning Worship Service - 7/25/21 - Rev. Dr. Brent Strawn,"Jul 25, 2021",4778,3,11,14,1455,374.0322,6,18664,4.36
RlT4ELtaRWk,Sunday Sermon - Loving Yourself - Sam Wells,"Nov 8, 2008",1293,3,232,76,9428,1214.5867,30,62365,5.08
Rm69PGk5Gvk,Encouragement from a Distance - Two Minutes Together,"Apr 28, 2020",135,3,3,6,205,3.7379,0,7587,0.99
RqhH87Ljixk,2017 Baccalaureate Service: Surnames I-Q,"May 13, 2017",5154,3,3,2,693,92.1861,0,3116,3.37
SydyMAcstPA,Sounds of Faith: Called to Ventures & Fugue in E-flat Major,"Jun 4, 2020",429,3,7,16,660,27.5947,1,10446,1.95
TPL4N9f2UEE,Sunday Morning Worship Service - 03/19/23 - Rev. Dr. Luke A. Powery,"Mar 19, 2023",5525,3,42,23,1672,463.0281,8,17315,5.15
TUQvL5MGl18,Catholic Mass - 4/1/12 - Palm Sunday of the Passion of the Lord,"Apr 2, 2012",6598,3,16,20,11104,521.0448,12,21286,4.39
TkMEvsE30fk,Faith and Learning Profile: Ethics and Activism,"Apr 10, 2018",199,3,19,5,1354,21.4811,3,16385,1.07
TtPJugTofjk,Catholic Mass - 2/26/12 - 1st Sunday of Lent,"Feb 27, 2012",4443,3,5,6,5438,274.308,9,13730,5.19
U43-yUk3eyg,Sunday Morning Worship Service - 7/31/22 - Rev. Dr. Mary S. Hulst,"Jul 31, 2022",4361,3,7,9,1108,247.6118,2,13407,4.28
UpKixKjGBRM,Our Beloved Child Miriam H. Cho's Heaven Farewell Service,"Aug 30, 2021",5681,3,30,19,3027,530.6304,7,38108,2.45
UzccINmbFfU,Sunday Morning Worship Service - 8/8/21 - Dean Luke A. Powery,"Aug 8, 2021",4774,3,14,17,1181,354.8499,4,14510,4.09
V1B8B9S1L0A,Compline at Duke Chapel,"Feb 28, 2024",29,3,15,62,1221,22.8047,8,27400,1.97
V26gIwy6XBs,Sunday Morning Worship Service - 12/26/21 - Rev. Kathryn Lester-Bacon,"Dec 26, 2021",4608,3,14,15,1297,332.29,3,24155,2.99
V3wNxcl2qD0,Sunday Morning Worship Service - 2/14/21 - Rev. Dr. Jerusha Neal,"Feb 14, 2021",4386,3,15,20,1717,463.7681,8,17468,4.01
Vfka7Yp4a5w,2015 Duke Divinity School Baccalaureate Service,"May 10, 2015",9279,3,8,7,2475,450.1111,2,3056,5.82
WF9J6e-o_UE,University Worship Service - 4/30/17 - Luke Powery,"Apr 30, 2017",5571,3,24,12,1463,292.0736,1,3365,4.61
Wf4jxqDlVYM,Sunday Morning Worship Service - 6/23/19 - Rev. Pam Driesell,"Jun 23, 2019",4425,3,7,7,1018,216.4474,2,14573,2.64
XAK8vT3wXKE,Catholic Mass - 2/12/12 - 6th Sunday in Ordinary Time,"Feb 13, 2012",4641,3,2,5,3499,147.7964,1,5296,9.61
Y3AnZpcJTCE,Catholic Mass - 4/29/12 - 4th Sunday of Easter,"Apr 30, 2012",4942,3,7,8,3483,169.6039,0,7598,7.3
YrJvE7AVW_c,Christmas Eve Lessons and Carols - 12/24/19,"Dec 25, 2019",6368,3,74,56,6118,1464.2427,14,52954,5.35
ZGe4LWkJqTI,The Marvel of This Night: Christmas at Duke University Chapel (2019),"Dec 24, 2020",3567,3,116,34,2754,526.8376,13,14169,4.04
ZPqzClU-SLQ,to sing - come audition for Duke Chapel Choir,"Jul 1, 2008",821,3,12,15,6628,122.9617,4,8597,4.19
_lQHb1tyRiQ,Sunday Morning Worship Service - 9/12/21 - Dean Luke A. Powery,"Sep 12, 2021",5316,3,12,19,1449,458.0302,3,18462,4.19
a8JzOTGu8rk,Catholic Mass - 5/27/12 - Pentecost Sunday,"May 28, 2012",4650,3,6,7,5816,240.195,9,11937,5.18
b3givzJS03A,Choral Vespers Worship Service - 2/6/20,"Feb 7, 2020",2106,3,12,6,479,64.575,3,8939,2
bUvRDSaJb44,Easter Dawn (Zebulon M. Highben),"Apr 4, 2021",261,3,109,37,3815,160.0746,6,20390,6.36
bhKhl6nXFa8,Choral Evensong Worship Service - 2/26/17,"Feb 26, 2017",3827,3,3,6,848,162.8936,0,2689,2.71
c-jY0KXrjcU,Sunday Service - 11/15/09 - Richard Hays,"Nov 22, 2009",5567,3,15,11,3518,252.2043,3,5309,3.8
cGDiH5BLk_I,Worship Service - 11/16/14 - Luke Powery,"Nov 16, 2014",5348,3,1,2,1273,189.416,2,1372,4.45
chWdJ0e8ahA,Sunday Morning Worship Service - 4/3/22 - Rev. Bruce Puckett,"Apr 3, 2022",4607,3,10,12,1016,328.2205,2,13684,4.22
d0zTR1efEtU,Choral Evensong Worship Service - 2/2/20,"Feb 2, 2020",3489,3,27,24,1399,237.1839,4,17932,3.61
dPg8a5YCI24,A Message of Gratitude and Hope from Dean Powery,"Mar 18, 2020",318,3,51,28,2474,106.8561,3,9014,2.55
dxA0uOHbMOE,Choral Vespers Worship Service - 5/4/17,"May 5, 2017",3538,3,2,2,441,91.651,0,2422,2.19
eX4ntyLKSEg,Catholic Mass - 12/23/12 - 4th Sunday of Advent,"Dec 24, 2012",3462,3,3,3,2439,128.3021,1,5218,8.3
enRXkATMmj0,Catholic Mass - 4/15/12 - 2nd Sunday of Easter,"Apr 16, 2012",4612,3,3,14,3390,140.8504,2,5389,6.01
fBpqRFMUsyQ,Dr Robert Parkins performs selections from Locklair's Rubrics,"Mar 5, 2009",724,3,4,9,4041,80.4742,1,4166,2.9
fCt9O58xKN4,Sunday Morning Worship Service - 5/29/22 - Rev. Bruce Puckett,"May 29, 2022",4781,3,5,10,1107,303.0103,2,15120,3.96
fbkB6Yovqdo,Choral Evensong Worship Service - 5/26/22,"May 26, 2022",3207,3,27,21,1316,224.1124,9,17706,3.74
guvIFrck_08,J. Samuel Hammond Carillon Recital Series: Chase Benefiel,"Oct 2, 2022",3669,3,25,15,470,38.3523,2,14709,1.39
gwrdNPKdmBw,Duke Divinity School Course of Study Closing Convocation 2011,"Aug 10, 2011",4781,3,2,3,1266,51.8429,0,2185,3.84
hTxh-Nx5exY,The Golden Age of Spanish Organ Music,"Feb 10, 2016",2952,3,55,92,10770,518.379,15,46153,7.58
hgUhg8X0Mt0,Sunday Morning Worship Service - 10/2/22 - Dean Luke A. Powery,"Oct 2, 2022",4350,3,16,17,1109,333.402,5,9992,6.13
hwrHfxtlH3w,Sunday Service - 5/27/12 - Anna Carter Florence,"May 30, 2012",5342,3,15,13,4447,534.7409,4,9628,4.18
i5h5rgNALBE,The Wedding of Rachel Price and Kudakwashe Kagura,,4251,3,13,11,395,75.6864,1,8,0
jZGUxcYbxSU,Sunday Service - 9/20/09 - Sam Wells,"Sep 21, 2009",4824,3,0,7,1595,84.0346,0,2075,3.57
k2lWuSMLNg8,Vespers Worship Service - 10/9/10,"Oct 9, 2014",2575,3,0,1,456,45.3618,0,1207,2.4
k59KzOA_u58,2024 Divinity Baccalaureate Service and Hooding Ceremony,"May 12, 2024",6979,3,153,29,2359,592.3236,24,14372,5.5
kfcFNSquPdM,The Wedding Ceremony Uniting Devin Marie Jones and Kyle Richard Ulrich - 4/25/15 at 12:00 PM,"Apr 25, 2015",3408,3,5,4,969,85.9007,1,3477,3.22
knwYvyPKFYI,Christmas Eve Worship Service - 2:00 PM,"Dec 24, 2021",2410,3,14,20,917,120.1661,4,12328,3.72
kxRV0a-c2-w,A Celebration of the Life of Allen Verhey,"Mar 4, 2014",4208,3,7,4,1294,208.9717,4,2202,3.81
lK7VchzaUwE,Interview with Jeanette Stokes on Women in Ministry,"Mar 27, 2021",772,3,16,6,295,16.4436,1,6768,0.92
lyUzrJWhqQk,Sunday Morning Worship Service - 10/23/22 - Rev. Dr. Karoline M. Lewis,"Oct 23, 2022",5481,3,8,15,1306,364.6242,4,15529,4.61
m2-N12Zc_mc,Sunday Morning Worship Service - 12/25/22 - Rev. Kathryn Lester-Bacon,"Dec 25, 2022",5181,3,5,6,906,238.2389,3,13476,3.81
m5BAuRwtTNg,Sunday Morning Worship Service - 7/11/21 - Dr. Ellen Davis,"Jul 11, 2021",5111,3,17,14,1480,426.5545,2,15602,4.78
mFai9lA9RrA,Interview with James Forbes on Sermon 'Let's Forgive Our Fathers',"Dec 2, 2020",844,3,16,5,532,44.5498,2,8831,1.39
mGaYcy0wA74,Baccalaureate Service - 5/6/22 - Surnames A–G,"May 6, 2022",4541,3,34,18,1288,145.872,4,13167,3.92
mL8WKS4brcs,Sunday Morning Worship Service - 5/30/21 - Rev. Megan Pardue,"May 30, 2021",3855,3,20,11,1370,208.1166,2,13733,3.97
mz-7Q6cgx9o,Worship Service - 12/14/14 - Luke Powery,"Dec 14, 2014",6012,3,1,3,1095,193.4036,0,1974,1.32
nH9ByHcEhdA,"North Carolina Boys Choir, Chamber Choir, and Girls Choir In Concert","Jun 4, 2013",8102,3,12,19,3749,258.096,2,6906,3.08
ncUG8zAUqr8,Choral Evensong Worship Service - 8/26/18,"Aug 26, 2018",3665,3,39,9,1192,202.1097,2,10268,3.93
oTLRlOC-tQs,Sunday Morning Worship Service - 4/18/21 - Rev. Dr. Luke A. Powery,"Apr 18, 2021",4816,3,11,15,1668,423.6794,4,19814,5.27
o_R4q6x4Te8,Endless Radiance by Chris Williams,"Feb 23, 2023",238,3,9,11,585,16.2405,1,8111,3.39
pEJvveMeEMQ,"Sounds of Faith: The World Awaiting the Savior from Symphonie-Passion, Op. 23 by Marcel Dupré","Jul 8, 2020",504,3,10,15,792,26.7934,0,13376,2.65
pEaZ98D20Cw,Choral Vespers - 9/2/10,"Sep 8, 2010",2255,3,0,1,513,3.5404,0,723,0.97
pPfOHuxGr7c,Sunday Morning Worship Service - 10/8/23 - Bishop William Willimon,"Oct 9, 2023",4951,3,20,16,1133,397.6587,8,12466,5.48
pdi6uiDwl2o,Sunday Morning Worship Service - 11/5/23 - Dean Luke Powery,"Nov 6, 2023",4682,3,31,30,1687,443.956,4,17131,5.25
ppdsN1SiA9I,Jazz Vespers Worship Service - 3/24/22,"Mar 25, 2022",4634,3,20,21,826,127.147,9,19918,1.89
q8vuxHdL5zI,Sunday Morning Worship Service - 6/4/23 - Rev. Dr. M. Keith Daniel,"Jun 5, 2023",5371,3,2,9,977,277.4865,0,12556,3.95
qAhbr4unNBk,Sunday Morning Worship Service - 12/18/22 - Rev. Bruce Puckett,"Dec 18, 2022",4916,3,17,15,1079,326.712,2,12964,4.17
r-7Q1Ahmvp8,Sounds of Faith: I was glad by Leo Sowerby,"Apr 15, 2020",434,3,23,20,1077,42.351,2,13455,3.58
r-xHudozUHA,Sunday Service and Installation of Dean Powery - 10/7/12,"Oct 7, 2012",6500,3,9,7,5432,566.0951,0,6471,7.22
ra_-vYjUWeM,Duke Chapel Live - 7.15.2012,"Jul 15, 2012",6611,3,1,5,1081,57.367,2,0,
rb817Zt2c5Y,Holy Week Noon Service - 4/13/22,"Apr 13, 2022",3091,3,43,17,499,62.6218,1,6881,2.7
s8byELQahCQ,Sunday Morning Worship Service - 9/1/24 - Dean Luke A. Powery,"Sep 2, 2024",5646,3,6,17,1165,385.9489,2,10060,5.95
sD4mk3Rr29k,Sunday Morning Worship Service - 1/21/24 - Dean Luke Powery,"Jan 22, 2024",4368,3,47,29,1676,495.7527,5,18177,4.82
sEDtVuXbPwU,Good Friday Worship Service - 4/19/19,"Apr 19, 2019",4952,3,17,14,2197,337.9058,4,30839,2.76
sY4eiqdh6kU,Sunday Sermon - I Want to Know Christ - Sam Wells,"Oct 17, 2008",1320,3,57,39,4638,570.0039,8,33813,4.19
t7jddR77hHc,Sunday Morning Worship Service - 4/17/22 - Rev. Dr. Luke A. Powery,"Apr 17, 2022",5295,3,51,40,3305,963.5063,11,29484,7.06
t8gQ8UBEX1U,Sunday Morning Worship Service - 1/14/24 - Rev. Dr. Maurice Wallace,"Jan 15, 2024",4033,3,24,20,1289,346.6096,2,14255,5.22
tH58KRRAnWE,Duke Chapel Live -  11/4/2012,"Nov 4, 2012",6315,3,0,0,262,87.8545,0,0,
tKRx-07139I,Employee Memorial Service  - 11/16/22,"Nov 16, 2022",3566,3,1,7,410,21.1425,0,7725,2.54
tMdAg4s0L_g,Sunday Morning Worship Service - 5/26/19 - Rev. Dr. Michael Brown,"May 26, 2019",4606,3,18,7,1230,269.9314,2,16026,3.23
tRD5LqMV-FU,The Marriage of Julia Bellantoni and Grant Petersen,,5971,3,2,4,222,63.5506,2,5,40
t_NQ8NxWWRc,Choral Evensong Worship Service - 10/14/18,"Oct 14, 2018",3177,3,6,7,719,91.8322,1,9475,3.43
uIuSB7PtSac,The Spirit of the Lord—excerpt,"May 23, 2023",44,3,6,41,1122,9.7716,3,19099,1.39
Showing top 500 results
